prefix,year,season,label,folder,date,drone_serial,camera_serial,frames,photos,start_utc,edge_px,fine_detail,wide_share,fnumber,focus_mm,focus_finite_share,focus_values,drone,soft
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061217_008_16/,2025,fall,M3M-green,DJI_202510061217_008_16,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,478,2025-10-06 18:23:55.995636+00:00,5.471988387971136,0.12193655967712394,1.0,3.5,4201.0,1.0,1,green,True
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061243_009_16/,2025,fall,M3M-green,DJI_202510061243_009_16,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,468,2025-10-06 18:50:26.037607+00:00,5.460708370993316,0.1311301626265049,1.0,3.5,3556.0,1.0,1,green,True
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061310_010_16/,2025,fall,M3M-green,DJI_202510061310_010_16,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,518,2025-10-06 19:17:06.851905+00:00,3.387334380403268,0.5791307389736176,0.1,3.35,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061337_011_16/,2025,fall,M3M-green,DJI_202510061337_011_16,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,455,2025-10-06 19:42:05.960144+00:00,3.126975929246272,0.8131342828273773,0.0,3.5,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061401_012_20/,2025,fall,M3M-green,DJI_202510061401_012_20,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,571,2025-10-06 20:07:07.380632+00:00,3.005117150081566,0.9754449129104614,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061428_014_20/,2025,fall,M3M-green,DJI_202510061428_014_20,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,699,2025-10-06 20:42:04.581524+00:00,3.004783097771167,0.962179809808731,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510061506_015_20/,2025,fall,M3M-green,DJI_202510061506_015_20,20251006,1581F5FK324B100CS0ZN,493OK984AB00LH,20,197,2025-10-06 21:08:45.828983+00:00,3.692257212875467,0.5056142061948776,0.2,2.8,46092.0,1.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510071045_016_2/,2025,fall,M3M-green,DJI_202510071045_016_2,20251007,1581F5FK324B100CS0ZN,493OK984AB00LH,20,667,2025-10-07 16:50:26.730273+00:00,5.850165467845743,0.05809021368622775,1.0,2.8,4620.0,1.0,1,green,True
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510071113_017_2/,2025,fall,M3M-green,DJI_202510071113_017_2,20251007,1581F5FK324B100CS0ZN,493OK984AB00LH,20,675,2025-10-07 17:17:30.876203+00:00,3.6004941687252274,0.2277203053236007,0.1,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510071141_018_2/,2025,fall,M3M-green,DJI_202510071141_018_2,20251007,1581F5FK324B100CS0ZN,493OK984AB00LH,20,454,2025-10-07 17:45:42.388533+00:00,2.8972873374085664,0.4769704192876816,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081109_001_11/,2025,fall,M3M-green,DJI_202510081109_001_11,20251008,1581F5FK324B100CS0ZN,493OK984AB00LH,20,376,2025-10-08 17:16:53.289180+00:00,3.0409856190250224,0.6598129272460938,0.15,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081135_003_11/,2025,fall,M3M-green,DJI_202510081135_003_11,20251008,1581F5FK324B100CS0ZN,493OK984AB00LH,20,477,2025-10-08 17:40:41.111319+00:00,3.557116506441125,0.3435906618833542,0.2,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081201_004_11/,2025,fall,M3M-green,DJI_202510081201_004_11,20251008,1581F5FK324B100CS0ZN,493OK984AB00LH,20,434,2025-10-08 18:07:36.568078+00:00,3.473883608383858,0.4126456528902054,0.1,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081227_005_11/,2025,fall,M3M-green,DJI_202510081227_005_11,20251008,1581F5FK324B100CS0ZN,493OK984AB00LH,20,521,2025-10-08 18:34:04.741817+00:00,5.746135717963773,0.124365821480751,1.0,3.15,3303.0,1.0,1,green,True
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510081254_007_11/,2025,fall,M3M-green,DJI_202510081254_007_11,20251008,1581F5FK324B100CS0ZN,493OK984AB00LH,20,447,2025-10-08 18:57:52.839915+00:00,4.517752705326542,0.14666665345430369,0.9,2.8,6594.0,1.0,1,green,True
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091258_008_9/,2025,fall,M3M-green,DJI_202510091258_008_9,20251009,1581F5FK324B100CS0ZN,493OK984AB00LH,20,502,2025-10-09 19:02:06.751915+00:00,3.6586884474990384,0.7443146705627441,0.25,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091326_010_9/,2025,fall,M3M-green,DJI_202510091326_010_9,20251009,1581F5FK324B100CS0ZN,493OK984AB00LH,20,490,2025-10-09 19:29:30.380654+00:00,3.4098717314381446,0.7922910153865814,0.1,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091349_011_9/,2025,fall,M3M-green,DJI_202510091349_011_9,20251009,1581F5FK324B100CS0ZN,493OK984AB00LH,20,597,2025-10-09 19:52:51.395198+00:00,3.3539758091364584,0.9423466622829437,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510091416_012_9/,2025,fall,M3M-green,DJI_202510091416_012_9,20251009,1581F5FK324B100CS0ZN,493OK984AB00LH,20,450,2025-10-09 20:20:51.626734+00:00,3.5482642360641243,0.6896888613700867,0.1,3.2,23052.0,1.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101256_013_8/,2025,fall,M3M-green,DJI_202510101256_013_8,20251010,1581F5FK324B100CS0ZN,493OK984AB00LH,20,505,2025-10-10 19:00:23.524970+00:00,3.290475899156416,0.9725748002529144,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101319_014_8/,2025,fall,M3M-green,DJI_202510101319_014_8,20251010,1581F5FK324B100CS0ZN,493OK984AB00LH,20,527,2025-10-10 19:23:04.080384+00:00,3.1894348371031374,0.8929244577884674,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101343_016_8/,2025,fall,M3M-green,DJI_202510101343_016_8,20251010,1581F5FK324B100CS0ZN,493OK984AB00LH,20,606,2025-10-10 19:46:26.927793+00:00,2.8822447218462734,1.0594642162322998,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-green/DCIM/DJI_202510101408_018_8/,2025,fall,M3M-green,DJI_202510101408_018_8,20251010,1581F5FK324B100CS0ZN,493OK984AB00LH,20,371,2025-10-10 20:11:36.713497+00:00,2.867365063467852,0.3837137967348099,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061135_002_19/,2025,fall,M3M-red,DJI_202510061135_002_19,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,423,2025-10-06 17:52:10.858794+00:00,3.958593282929238,0.43130993843078613,0.8,3.0,,0.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061228_004_19/,2025,fall,M3M-red,DJI_202510061228_004_19,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,406,2025-10-06 18:34:16.741527+00:00,3.181047080184954,1.1375961899757385,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061255_006_19/,2025,fall,M3M-red,DJI_202510061255_006_19,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,458,2025-10-06 18:59:25.814213+00:00,4.202279145781796,0.32807004451751703,0.95,3.2,5772.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061324_007_19/,2025,fall,M3M-red,DJI_202510061324_007_19,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,109,2025-10-06 19:28:42.707116+00:00,3.949238920355465,0.33556118607521057,0.7,3.2,5772.0,1.0,1,blue,True
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061337_008_17/,2025,fall,M3M-red,DJI_202510061337_008_17,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,336,2025-10-06 19:46:13.282716+00:00,3.1039274770086926,0.5782200992107391,0.0,2.8,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061407_010_17/,2025,fall,M3M-red,DJI_202510061407_010_17,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,345,2025-10-06 20:13:58.244080+00:00,3.669534346706852,0.37066788971424103,0.1,2.8,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061435_012_17/,2025,fall,M3M-red,DJI_202510061435_012_17,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,426,2025-10-06 20:43:00.107317+00:00,3.4437573226965217,0.6320651769638062,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510061507_013_17/,2025,fall,M3M-red,DJI_202510061507_013_17,20251006,1581F5FK324BE00CS1SX,493OL944AB0594,20,155,2025-10-06 21:12:28.768286+00:00,2.8949392518114525,0.7743541300296783,0.0,2.8,,0.0,1,blue,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071111_003_5/,2025,fall,M3M-red,DJI_202510071111_003_5,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,687,2025-10-07 17:18:17.312676+00:00,3.8810390746517287,0.36132894456386566,0.55,2.8,3556.0,1.0,1,red,True
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071143_004_5/,2025,fall,M3M-red,DJI_202510071143_004_5,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,744,2025-10-07 17:49:12.674291+00:00,2.9693346093336266,0.9993182122707367,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071215_005_5/,2025,fall,M3M-red,DJI_202510071215_005_5,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,372,2025-10-07 18:19:04.699573+00:00,2.9576966567635403,1.041641891002655,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071241_006_5/,2025,fall,M3M-red,DJI_202510071241_006_5,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,610,2025-10-07 18:45:58.065534+00:00,2.9225802589629715,0.9677298069000244,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071329_007_1/,2025,fall,M3M-red,DJI_202510071329_007_1,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,681,2025-10-07 19:35:13.632107+00:00,2.897589633898078,1.0237876176834106,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071402_009_1/,2025,fall,M3M-red,DJI_202510071402_009_1,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,696,2025-10-07 20:06:42.585977+00:00,3.2243849091271475,0.4410170465707779,0.0,2.8,5132.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510071433_011_1/,2025,fall,M3M-red,DJI_202510071433_011_1,20251007,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,90,2025-10-07 20:41:19.549182+00:00,2.736296634837739,0.7721298933029175,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081103_014_7/,2025,fall,M3M-red,DJI_202510081103_014_7,20251008,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,341,2025-10-08 17:08:55.256784+00:00,2.697591406934901,0.5507441759109497,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081127_016_7/,2025,fall,M3M-red,DJI_202510081127_016_7,20251008,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,416,2025-10-08 17:31:43.025503+00:00,3.9207845082959283,0.1406333446502685,0.75,2.8,3303.0,1.0,1,red,True
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081153_018_7/,2025,fall,M3M-red,DJI_202510081153_018_7,20251008,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,58,2025-10-08 17:56:53.454678+00:00,2.690092793610832,0.537717878818512,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081404_019_18/,2025,fall,M3M-red,DJI_202510081404_019_18,20251008,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,535,2025-10-08 20:09:35.889958+00:00,3.304150471874733,0.8298659920692444,0.15,3.2,6594.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081437_021_18/,2025,fall,M3M-red,DJI_202510081437_021_18,20251008,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,458,2025-10-08 20:42:06.465003+00:00,2.9006392946071338,1.5562067031860352,0.0,3.2,23052.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510081507_022_18/,2025,fall,M3M-red,DJI_202510081507_022_18,20251008,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,55,2025-10-08 21:11:39.900288+00:00,3.028542576524475,0.7935074269771576,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091049_023_13/,2025,fall,M3M-red,DJI_202510091049_023_13,20251009,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,539,2025-10-09 16:54:14.786891+00:00,3.01399059570533,1.0958859324455261,0.0,2.8,11532.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091121_025_13/,2025,fall,M3M-red,DJI_202510091121_025_13,20251009,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,297,2025-10-09 17:24:42.938906+00:00,2.8300100872423575,1.195696771144867,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091256_026_10/,2025,fall,M3M-red,DJI_202510091256_026_10,20251009,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,462,2025-10-09 19:01:00.909074+00:00,2.9800260424813074,0.8878855109214783,0.0,3.35,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091325_028_10/,2025,fall,M3M-red,DJI_202510091325_028_10,20251009,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,479,2025-10-09 19:30:02.105929+00:00,3.2675347428984534,0.6973240673542023,0.0,3.0,7691.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091355_029_10/,2025,fall,M3M-red,DJI_202510091355_029_10,20251009,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,453,2025-10-09 20:00:03.533312+00:00,3.023844404465348,0.98971027135849,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510091424_030_10/,2025,fall,M3M-red,DJI_202510091424_030_10,20251009,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,315,2025-10-09 20:29:40.164233+00:00,2.9131526114611868,0.8379985094070435,0.0,3.0,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101252_031_4/,2025,fall,M3M-red,DJI_202510101252_031_4,20251010,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,376,2025-10-10 18:57:23.946965+00:00,2.8415656604573067,1.0270454287528992,0.0,3.5,,0.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101318_032_4/,2025,fall,M3M-red,DJI_202510101318_032_4,20251010,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,337,2025-10-10 19:23:00.392341+00:00,2.86582290785752,1.1426225304603577,0.0,3.2,46092.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101341_034_4/,2025,fall,M3M-red,DJI_202510101341_034_4,20251010,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,354,2025-10-10 19:46:24.767980+00:00,2.8774499317384157,1.3440947532653809,0.0,2.8,15371.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101406_036_4/,2025,fall,M3M-red,DJI_202510101406_036_4,20251010,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,354,2025-10-10 20:11:23.060934+00:00,2.9396999612248003,1.361620306968689,0.0,3.2,46092.0,1.0,1,red,False
surveys/2025_front_country/fall/data_collection/M3M-red/DCIM/DJI_202510101430_038_4/,2025,fall,M3M-red,DJI_202510101430_038_4,20251010,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,119,2025-10-10 20:33:29.375243+00:00,3.0210123731917307,1.519005537033081,0.0,3.2,15371.0,1.0,1,red,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271051_001_20/,2026,spring,M3M-blue,DJI_202604271051_001_20,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,569,2026-04-27 16:57:45.263563+00:00,3.0335719568787134,1.030250608921051,0.0,3.0,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271119_002_20/,2026,spring,M3M-blue,DJI_202604271119_002_20,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,620,2026-04-27 17:24:32.270091+00:00,2.914741854604236,1.0364633202552795,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271147_003_20/,2026,spring,M3M-blue,DJI_202604271147_003_20,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,270,2026-04-27 17:51:44.615475+00:00,3.0085570768757774,1.1591036319732666,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271216_004_19/,2026,spring,M3M-blue,DJI_202604271216_004_19,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,552,2026-04-27 18:26:17.619483+00:00,4.271311082530026,0.3776734918355942,1.0,3.5,4620.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271258_005_19/,2026,spring,M3M-blue,DJI_202604271258_005_19,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,562,2026-04-27 19:03:40.050037+00:00,3.076238413323452,1.0948200225830078,0.0,3.0,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271326_006_19/,2026,spring,M3M-blue,DJI_202604271326_006_19,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,487,2026-04-27 19:30:04.728780+00:00,2.8344724980050255,1.0298924446105957,0.0,2.8,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604271404_007_19/,2026,spring,M3M-blue,DJI_202604271404_007_19,20260427,1581F5FK324BE00CS1SX,493OL944AB0594,20,254,2026-04-27 20:08:12.532604+00:00,3.171575903659461,1.009275108575821,0.0,4.0,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281037_008_4/,2026,spring,M3M-blue,DJI_202604281037_008_4,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,510,2026-04-28 16:44:25.037567+00:00,4.964908840304153,0.21020179241895676,1.0,2.8,3303.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281106_010_4/,2026,spring,M3M-blue,DJI_202604281106_010_4,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,562,2026-04-28 17:11:43.094234+00:00,3.855779133084906,0.4787392020225525,0.55,2.8,,0.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281133_011_4/,2026,spring,M3M-blue,DJI_202604281133_011_4,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,509,2026-04-28 17:38:33.250260+00:00,3.1758584829918286,1.0855597257614136,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281205_013_4/,2026,spring,M3M-blue,DJI_202604281205_013_4,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,342,2026-04-28 18:10:06.192507+00:00,4.203062333445919,0.44305965304374695,0.75,2.8,23052.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281249_014_9/,2026,spring,M3M-blue,DJI_202604281249_014_9,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,662,2026-04-28 18:53:21.353383+00:00,3.447789317515779,0.7549796998500824,0.0,3.5,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281316_015_9/,2026,spring,M3M-blue,DJI_202604281316_015_9,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,443,2026-04-28 19:20:57.736282+00:00,3.0817675905582114,0.9609295129776001,0.0,2.8,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281355_016_9/,2026,spring,M3M-blue,DJI_202604281355_016_9,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,655,2026-04-28 19:59:41.778282+00:00,4.280196987332051,0.3334217518568039,0.95,3.0,3303.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281423_017_9/,2026,spring,M3M-blue,DJI_202604281423_017_9,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,446,2026-04-28 20:27:39.098227+00:00,3.5904764361488715,0.536843478679657,0.15,2.8,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604281501_018_9/,2026,spring,M3M-blue,DJI_202604281501_018_9,20260428,1581F5FK324BE00CS1SX,493OL944AB0594,20,199,2026-04-28 21:05:32.237308+00:00,3.257837902725441,0.9088745713233948,0.0,3.5,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301043_019_5/,2026,spring,M3M-blue,DJI_202604301043_019_5,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,558,2026-04-30 16:49:54.617358+00:00,3.7921847201440535,0.5282766222953796,0.5,3.2,46092.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301113_020_5/,2026,spring,M3M-blue,DJI_202604301113_020_5,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,622,2026-04-30 17:18:25.765039+00:00,4.558435269413434,0.2480700612068176,1.0,3.2,3851.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301141_021_5/,2026,spring,M3M-blue,DJI_202604301141_021_5,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,640,2026-04-30 17:46:31.666517+00:00,2.921034318155444,1.146779716014862,0.15,3.35,3303.0,0.15,2,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301210_023_5/,2026,spring,M3M-blue,DJI_202604301210_023_5,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,600,2026-04-30 18:15:31.515719+00:00,3.332672613140456,0.7606339156627655,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301323_024_1/,2026,spring,M3M-blue,DJI_202604301323_024_1,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,600,2026-04-30 19:28:49.335281+00:00,2.937810815743532,1.166351318359375,0.0,3.5,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301352_026_1/,2026,spring,M3M-blue,DJI_202604301352_026_1,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,639,2026-04-30 19:55:43.711592+00:00,2.961343140644222,1.2086068391799927,0.0,3.5,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202604301420_028_1/,2026,spring,M3M-blue,DJI_202604301420_028_1,20260430,1581F5FK324BE00CS1SX,493OL944AB0594,20,243,2026-04-30 20:22:51.542988+00:00,3.2498402353995193,0.5078517198562622,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605011113_029_11/,2026,spring,M3M-blue,DJI_202605011113_029_11,20260501,1581F5FK324BE00CS1SX,493OL944AB0594,20,445,2026-05-01 17:21:05.369026+00:00,3.0550381731506286,0.9543272256851196,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605011139_030_11/,2026,spring,M3M-blue,DJI_202605011139_030_11,20260501,1581F5FK324BE00CS1SX,493OL944AB0594,20,523,2026-05-01 17:44:37.305198+00:00,4.436151421425032,0.2164189741015434,1.0,3.5,4620.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605011205_032_11/,2026,spring,M3M-blue,DJI_202605011205_032_11,20260501,1581F5FK324BE00CS1SX,493OL944AB0594,20,497,2026-05-01 18:08:56.293297+00:00,2.9368596545786962,1.0849500894546509,0.0,3.2,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605011230_034_11/,2026,spring,M3M-blue,DJI_202605011230_034_11,20260501,1581F5FK324BE00CS1SX,493OL944AB0594,20,446,2026-05-01 18:37:57.674551+00:00,3.179969752988857,1.054675281047821,0.05,3.5,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605011257_035_11/,2026,spring,M3M-blue,DJI_202605011257_035_11,20260501,1581F5FK324BE00CS1SX,493OL944AB0594,20,300,2026-05-01 19:03:30.891156+00:00,2.978643616595929,1.2027462124824524,0.0,3.5,,0.0,1,blue,False
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605021025_036_14/,2026,spring,M3M-blue,DJI_202605021025_036_14,20260502,1581F5FK324BE00CS1SX,493OL944AB0594,20,578,2026-05-02 16:30:46.512757+00:00,4.672263172465685,0.254344031214714,1.0,2.8,7691.0,1.0,1,blue,True
surveys/2026_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202605021054_038_14/,2026,spring,M3M-blue,DJI_202605021054_038_14,20260502,1581F5FK324BE00CS1SX,493OL944AB0594,20,564,2026-05-02 16:59:40.877911+00:00,3.9156432368330716,0.5281480848789215,0.6,2.8,,0.0,1,blue,True
