prefix,year,season,label,folder,date,drone_serial,camera_serial,frames,photos,start_utc,edge_px,fine_detail,wide_share,fnumber,focus_mm,focus_finite_share,focus_values,drone,soft
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202504301138_001_3/,2025,spring,M3M-blue,DJI_202504301138_001_3,20250430,1581F5FK324BE00CS1SX,493OL944AB0594,20,836,2025-04-30 17:43:32.430240+00:00,3.8053214237141413,0.486907035112381,0.4,2.8,,0.0,1,blue,True
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202504301211_002_3/,2025,spring,M3M-blue,DJI_202504301211_002_3,20250430,1581F5FK324BE00CS1SX,493OL944AB0594,20,748,2025-04-30 18:15:31.680571+00:00,2.902058414550346,0.7573737502098083,0.0,2.8,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202504301241_003_3/,2025,spring,M3M-blue,DJI_202504301241_003_3,20250430,1581F5FK324BE00CS1SX,493OL944AB0594,20,506,2025-04-30 18:46:48.262315+00:00,2.991527609319539,0.4499166011810303,0.0,3.75,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011000_001_9/,2025,spring,M3M-blue,DJI_202505011000_001_9,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,615,2025-05-01 16:05:35.412059+00:00,3.229171886185581,0.8902438879013062,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011027_003_9/,2025,spring,M3M-blue,DJI_202505011027_003_9,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,686,2025-05-01 16:31:40.125064+00:00,3.8009670877742714,0.6029203832149506,0.5,3.2,15371.0,1.0,1,blue,True
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011056_004_9/,2025,spring,M3M-blue,DJI_202505011056_004_9,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,729,2025-05-01 17:00:26.644235+00:00,2.9447125483542926,1.433091402053833,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011125_005_9/,2025,spring,M3M-blue,DJI_202505011125_005_9,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,155,2025-05-01 17:27:54.365484+00:00,2.9932644158067303,1.271105408668518,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011208_006_19/,2025,spring,M3M-blue,DJI_202505011208_006_19,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,559,2025-05-01 18:14:46.528858+00:00,3.0369088736266274,1.153678297996521,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011235_008_19/,2025,spring,M3M-blue,DJI_202505011235_008_19,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,644,2025-05-01 18:39:26.553356+00:00,3.33699825527115,0.8566224873065948,0.2,4.0,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505011307_010_19/,2025,spring,M3M-blue,DJI_202505011307_010_19,20250501,1581F5FK324BE00CS1SX,493OL944AB0594,20,490,2025-05-01 19:11:55.907680+00:00,3.1141306649910403,1.1521855592727661,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021009_011_11/,2025,spring,M3M-blue,DJI_202505021009_011_11,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,559,2025-05-02 16:13:08.116567+00:00,3.2999400868620192,0.580905944108963,0.05,2.8,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021047_012_11/,2025,spring,M3M-blue,DJI_202505021047_012_11,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,35,2025-05-02 16:49:51.839952+00:00,3.019413970786065,0.4385584592819214,0.0,2.8,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021124_013_11/,2025,spring,M3M-blue,DJI_202505021124_013_11,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,578,2025-05-02 17:30:36.603029+00:00,3.201178667515329,0.7983922362327576,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021151_014_11/,2025,spring,M3M-blue,DJI_202505021151_014_11,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,626,2025-05-02 17:55:13.451997+00:00,3.035674077421797,0.974692940711975,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021220_015_11/,2025,spring,M3M-blue,DJI_202505021220_015_11,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,362,2025-05-02 18:25:01.168089+00:00,3.072159865729023,0.8808155655860901,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021318_016_20/,2025,spring,M3M-blue,DJI_202505021318_016_20,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,479,2025-05-02 19:22:51.313090+00:00,3.554614461811661,0.7007520496845245,0.1,4.0,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021430_017_20/,2025,spring,M3M-blue,DJI_202505021430_017_20,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,439,2025-05-02 20:35:06.988714+00:00,3.9722595419430076,0.36730821430683136,0.9,3.5,7691.0,1.0,1,blue,True
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505021451_019_20/,2025,spring,M3M-blue,DJI_202505021451_019_20,20250502,1581F5FK324BE00CS1SX,493OL944AB0594,20,328,2025-05-02 20:54:14.340379+00:00,3.181447057837418,0.9498210251331329,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505071156_020_2/,2025,spring,M3M-blue,DJI_202505071156_020_2,20250507,1581F5FK324BE00CS1SX,493OL944AB0594,20,404,2025-05-07 18:01:36.263000+00:00,3.0173336852088264,0.498767226934433,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505071217_021_2/,2025,spring,M3M-blue,DJI_202505071217_021_2,20250507,1581F5FK324BE00CS1SX,493OL944AB0594,20,747,2025-05-07 18:22:16.444278+00:00,2.8568489695950303,0.6018735468387604,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-blue/DCIM/DJI_202505071247_022_2/,2025,spring,M3M-blue,DJI_202505071247_022_2,20250507,1581F5FK324BE00CS1SX,493OL944AB0594,20,540,2025-05-07 18:51:00.193084+00:00,3.405812201294883,0.4116915911436081,0.1,3.35,,0.0,1,blue,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202504301046_001_0/,2025,spring,M3M-green,DJI_202504301046_001_0,20250430,1581F5FK324B100CS0ZN,493OK984AB00LH,20,487,2025-04-30 16:55:15.478891+00:00,3.1772388837801993,0.9062545895576477,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202504301114_002_0/,2025,spring,M3M-green,DJI_202504301114_002_0,20250430,1581F5FK324B100CS0ZN,493OK984AB00LH,20,319,2025-04-30 17:19:47.525490+00:00,2.862784341591996,1.3784984350204468,0.0,3.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011002_001_8/,2025,spring,M3M-green,DJI_202505011002_001_8,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,649,2025-05-01 16:09:49.680477+00:00,3.0183080200448287,1.2776764035224915,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011033_002_8/,2025,spring,M3M-green,DJI_202505011033_002_8,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,428,2025-05-01 16:36:12.426709+00:00,3.0514538705372347,1.1247808933258057,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011100_003_8/,2025,spring,M3M-green,DJI_202505011100_003_8,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,672,2025-05-01 17:03:41.757698+00:00,2.814676710811737,0.8071524202823639,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011127_004_8/,2025,spring,M3M-green,DJI_202505011127_004_8,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,45,2025-05-01 17:30:43.129151+00:00,2.9636958337758363,0.16540537774562836,0.0,4.5,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011203_005_15/,2025,spring,M3M-green,DJI_202505011203_005_15,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,615,2025-05-01 18:07:31.408537+00:00,2.9975232877351603,1.3195024132728577,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011230_007_15/,2025,spring,M3M-green,DJI_202505011230_007_15,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,582,2025-05-01 18:35:22.144343+00:00,3.005796967830046,1.2254474759101868,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011256_008_15/,2025,spring,M3M-green,DJI_202505011256_008_15,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,615,2025-05-01 19:01:09.795106+00:00,3.033377434140101,1.172856867313385,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505011330_009_15/,2025,spring,M3M-green,DJI_202505011330_009_15,20250501,1581F5FK324B100CS0ZN,493OK984AB00LH,20,351,2025-05-01 19:35:27.504886+00:00,3.0926754579833142,1.3004201650619507,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021005_010_12/,2025,spring,M3M-green,DJI_202505021005_010_12,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,204,2025-05-02 16:09:00.805236+00:00,4.144713978863566,0.1122858934104442,0.95,2.8,23052.0,1.0,1,green,True
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021005_011_12/,2025,spring,M3M-green,DJI_202505021005_011_12,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,371,2025-05-02 16:18:08.347305+00:00,3.7458993967397527,0.16773863136768336,0.35,2.8,,0.0,1,green,True
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021032_012_12/,2025,spring,M3M-green,DJI_202505021032_012_12,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,576,2025-05-02 16:36:01.787158+00:00,4.306325294789097,0.106738444417715,1.0,2.8,11532.0,1.0,1,green,True
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021058_013_12/,2025,spring,M3M-green,DJI_202505021058_013_12,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,573,2025-05-02 17:02:53.031620+00:00,3.6712000384037298,0.3835611194372177,0.25,3.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021214_014_10/,2025,spring,M3M-green,DJI_202505021214_014_10,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,490,2025-05-02 18:21:01.173716+00:00,3.232261121558396,0.9757931232452393,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021241_015_10/,2025,spring,M3M-green,DJI_202505021241_015_10,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,540,2025-05-02 18:46:37.506507+00:00,3.005164535140459,1.0034658908843994,0.0,3.75,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021307_016_10/,2025,spring,M3M-green,DJI_202505021307_016_10,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,614,2025-05-02 19:11:39.386644+00:00,2.967472020907465,1.0271928310394287,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505021339_017_10/,2025,spring,M3M-green,DJI_202505021339_017_10,20250502,1581F5FK324B100CS0ZN,493OK984AB00LH,20,558,2025-05-02 19:44:13.702574+00:00,3.1156831055522347,0.8892138600349426,0.0,4.0,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505061118_001_6/,2025,spring,M3M-green,DJI_202505061118_001_6,20250506,1581F5FK324B100CS0ZN,493OK984AB00LH,20,415,2025-05-06 17:24:02.750080+00:00,2.9701297444817407,0.4195788204669952,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505061140_003_6/,2025,spring,M3M-green,DJI_202505061140_003_6,20250506,1581F5FK324B100CS0ZN,493OK984AB00LH,20,519,2025-05-06 17:45:53.089249+00:00,5.835793693707415,0.037452295422554,1.0,3.2,3851.0,1.0,1,green,True
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505061203_004_6/,2025,spring,M3M-green,DJI_202505061203_004_6,20250506,1581F5FK324B100CS0ZN,493OK984AB00LH,20,543,2025-05-06 18:07:21.856396+00:00,3.15535156878936,0.46538829803466797,0.0,3.2,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505061227_005_6/,2025,spring,M3M-green,DJI_202505061227_005_6,20250506,1581F5FK324B100CS0ZN,493OK984AB00LH,20,553,2025-05-06 18:31:11.004260+00:00,4.328201192984999,0.15739616006612775,0.85,3.5,5772.0,1.0,1,green,True
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505061251_006_6/,2025,spring,M3M-green,DJI_202505061251_006_6,20250506,1581F5FK324B100CS0ZN,493OK984AB00LH,20,88,2025-05-06 18:54:01.267775+00:00,4.214197687287751,0.22891785204410547,0.8,3.5,5132.0,1.0,1,green,True
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505071028_007_7/,2025,spring,M3M-green,DJI_202505071028_007_7,20250507,1581F5FK324B100CS0ZN,493OK984AB00LH,20,570,2025-05-07 16:33:44.938822+00:00,3.548624261528257,0.20392613112926478,0.1,2.8,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-green/DCIM/DJI_202505071053_008_7/,2025,spring,M3M-green,DJI_202505071053_008_7,20250507,1581F5FK324B100CS0ZN,493OK984AB00LH,20,401,2025-05-07 16:57:03.821435+00:00,2.926273971458773,0.3823311775922775,0.0,2.8,,0.0,1,green,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202504301059_001_4/,2025,spring,M3M-red,DJI_202504301059_001_4,20250430,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,557,2025-04-30 17:05:16.348160+00:00,2.930101893325477,1.3220903873443604,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202504301131_002_4/,2025,spring,M3M-red,DJI_202504301131_002_4,20250430,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,539,2025-04-30 17:36:18.113757+00:00,2.9215486264500052,1.2025143504142761,0.0,3.5,15371.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202504301202_004_4/,2025,spring,M3M-red,DJI_202504301202_004_4,20250430,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,88,2025-04-30 18:06:08.298422+00:00,3.495519411044648,0.5459546744823456,0.05,2.8,4620.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202504301202_005_4/,2025,spring,M3M-red,DJI_202504301202_005_4,20250430,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,224,2025-04-30 18:11:25.266931+00:00,2.886902270762995,1.2204692959785461,0.0,4.0,23052.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202504301317_007_4/,2025,spring,M3M-red,DJI_202504301317_007_4,20250430,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,107,2025-04-30 19:21:31.601985+00:00,2.74452186340975,1.4269275069236753,0.0,2.8,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011010_001_13/,2025,spring,M3M-red,DJI_202505011010_001_13,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,609,2025-05-01 16:14:14.543964+00:00,2.919161258111315,1.2560287714004517,0.0,3.2,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011047_003_13/,2025,spring,M3M-red,DJI_202505011047_003_13,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,202,2025-05-01 16:51:14.709558+00:00,2.8528503353786294,0.8495824933052063,0.0,3.0,46092.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011156_004_14/,2025,spring,M3M-red,DJI_202505011156_004_14,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,548,2025-05-01 18:02:27.056044+00:00,3.189619400729986,0.9990521371364594,0.0,4.0,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011228_005_14/,2025,spring,M3M-red,DJI_202505011228_005_14,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,566,2025-05-01 18:33:20.482706+00:00,3.2916628478612022,1.1037490367889404,0.05,4.0,46092.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011259_007_14/,2025,spring,M3M-red,DJI_202505011259_007_14,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,124,2025-05-01 19:03:09.962304+00:00,3.14079249859728,1.2254719734191895,0.0,4.0,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011259_008_14/,2025,spring,M3M-red,DJI_202505011259_008_14,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,411,2025-05-01 19:10:58.730675+00:00,3.123463936015438,1.2014885544776917,0.0,4.0,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011352_009_18/,2025,spring,M3M-red,DJI_202505011352_009_18,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,515,2025-05-01 19:55:52.492788+00:00,4.138005314869249,0.37925612926483154,0.8,4.0,,0.0,1,red,True
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505011419_011_18/,2025,spring,M3M-red,DJI_202505011419_011_18,20250501,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,485,2025-05-01 20:22:39.816966+00:00,3.147970371138599,1.0064071714878082,0.0,4.0,15371.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021013_012_17/,2025,spring,M3M-red,DJI_202505021013_012_17,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,400,2025-05-02 16:17:45.879943+00:00,2.963968037162184,0.7610149383544922,0.0,2.8,46092.0,0.6,2,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021045_014_17/,2025,spring,M3M-red,DJI_202505021045_014_17,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,109,2025-05-02 16:48:48.287938+00:00,2.913119095923276,1.0645586848258972,0.0,3.2,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021045_015_17/,2025,spring,M3M-red,DJI_202505021045_015_17,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,74,2025-05-02 16:56:16.391580+00:00,3.0185588195165525,1.0228379964828491,0.0,3.2,46092.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021128_016_17/,2025,spring,M3M-red,DJI_202505021128_016_17,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,499,2025-05-02 17:33:49.964699+00:00,2.87203861425454,1.0150204300880432,0.0,3.5,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021203_018_17/,2025,spring,M3M-red,DJI_202505021203_018_17,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,314,2025-05-02 18:08:04.045071+00:00,2.8871657281021488,0.6300207674503326,0.0,3.2,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021232_019_16/,2025,spring,M3M-red,DJI_202505021232_019_16,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,543,2025-05-02 18:35:11.988254+00:00,3.072374093819869,1.0554962754249573,0.0,4.0,5772.0,0.15,2,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021303_020_16/,2025,spring,M3M-red,DJI_202505021303_020_16,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,531,2025-05-02 19:07:23.672864+00:00,3.025632859061817,1.098101556301117,0.0,4.0,23052.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505021346_022_16/,2025,spring,M3M-red,DJI_202505021346_022_16,20250502,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,508,2025-05-02 19:50:38.829286+00:00,3.046875423557199,0.9896357357501984,0.0,4.0,15371.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505061114_001_5/,2025,spring,M3M-red,DJI_202505061114_001_5,20250506,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,437,2025-05-06 17:18:00.044094+00:00,3.6349412070796623,0.42174459993839264,0.3,3.5,3303.0,1.0,1,red,True
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505061139_002_5/,2025,spring,M3M-red,DJI_202505061139_002_5,20250506,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,467,2025-05-06 17:42:48.279120+00:00,3.366450477862153,0.7547250986099243,0.0,3.75,4620.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505061206_004_5/,2025,spring,M3M-red,DJI_202505061206_004_5,20250506,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,419,2025-05-06 18:11:45.522846+00:00,2.990706871222213,1.1525648832321167,0.0,4.0,46092.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505061234_005_5/,2025,spring,M3M-red,DJI_202505061234_005_5,20250506,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,261,2025-05-06 18:40:03.911489+00:00,2.8636814562342847,1.2744873762130737,0.0,4.0,46092.0,1.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505071153_006_1/,2025,spring,M3M-red,DJI_202505071153_006_1,20250507,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,534,2025-05-07 17:58:52.104187+00:00,2.883478200436441,1.008647859096527,0.0,3.35,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505071225_007_1/,2025,spring,M3M-red,DJI_202505071225_007_1,20250507,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,519,2025-05-07 18:31:09.911698+00:00,2.9500848163953775,1.2170373797416687,0.0,3.5,,0.0,1,red,False
surveys/2025_front_country/spring/data_collection/M3M-red/DCIM/DJI_202505071257_009_1/,2025,spring,M3M-red,DJI_202505071257_009_1,20250507,1581F5FKC249B00DE0MJ,493OM584AB0CXT,20,62,2025-05-07 19:02:59.157696+00:00,3.1271983536358645,1.1493898034095764,0.0,3.5,15371.0,1.0,1,red,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/_aborted/,2025,summer,M3M-blue,_aborted,20250624,1581F5FK324BE00CS1SX,493OL944AB0594,20,219,2025-06-24 17:02:58.460497+00:00,3.2340928942027687,0.9012384116649628,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506241143_002_4/,2025,summer,M3M-blue,DJI_202506241143_002_4,20250624,1581F5FK324BE00CS1SX,493OL944AB0594,20,621,2025-06-24 17:50:07.904283+00:00,3.0494064806030234,1.1403326988220215,0.0,3.75,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506241213_003_4/,2025,summer,M3M-blue,DJI_202506241213_003_4,20250624,1581F5FK324BE00CS1SX,493OL944AB0594,20,596,2025-06-24 18:18:09.727285+00:00,2.9284497222923,1.219408929347992,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506241241_004_4/,2025,summer,M3M-blue,DJI_202506241241_004_4,20250624,1581F5FK324BE00CS1SX,493OL944AB0594,20,644,2025-06-24 18:46:05.157760+00:00,3.0334748258175805,1.1693453192710876,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506241311_005_4/,2025,summer,M3M-blue,DJI_202506241311_005_4,20250624,1581F5FK324BE00CS1SX,493OL944AB0594,20,108,2025-06-24 19:16:33.627196+00:00,3.13472604086533,0.9558075070381165,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506301028_006_3/,2025,summer,M3M-blue,DJI_202506301028_006_3,20250630,1581F5FK324BE00CS1SX,493OL944AB0594,20,624,2025-06-30 16:33:56.754891+00:00,3.1055364313531193,1.0224268734455109,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506301057_007_3/,2025,summer,M3M-blue,DJI_202506301057_007_3,20250630,1581F5FK324BE00CS1SX,493OL944AB0594,20,545,2025-06-30 17:01:39.891476+00:00,2.7202009543280226,0.9456306099891663,0.0,3.2,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506301124_008_3/,2025,summer,M3M-blue,DJI_202506301124_008_3,20250630,1581F5FK324BE00CS1SX,493OL944AB0594,20,400,2025-06-30 17:30:04.822683+00:00,2.77175138896061,0.5281202793121338,0.0,3.75,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202506301151_010_3/,2025,summer,M3M-blue,DJI_202506301151_010_3,20250630,1581F5FK324BE00CS1SX,493OL944AB0594,20,292,2025-06-30 17:55:56.461126+00:00,2.8283973503523483,0.5400307476520538,0.0,4.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507011012_001_18/,2025,summer,M3M-blue,DJI_202507011012_001_18,20250701,1581F5FK324BE00CS1SX,493OL944AB0594,20,671,2025-07-01 16:18:09.420198+00:00,3.1339381577487053,0.9748877584934235,0.0,3.5,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507011041_003_18/,2025,summer,M3M-blue,DJI_202507011041_003_18,20250701,1581F5FK324BE00CS1SX,493OL944AB0594,20,618,2025-07-01 16:45:44.508185+00:00,2.8841280118634023,1.2898967266082764,0.0,4.0,,0.0,1,blue,False
surveys/2025_front_country/summer/data_collection/M3M-blue/DCIM/DJI_202507011210_006_19/,2025,summer,M3M-blue,DJI_202507011210_006_19,20250701,1581F5FK324BE00CS1SX,493OL944AB0594,20,579,2025-07-01 18:17:43.998264+00:00,3.119164391477647,0.9546525180339813,0.0,4.2,,0.0,1,blue,False
